CustomerID,Customer Name,Customer Type,City,Email Promotion,First Purchase Date,Last Purchase Date
16264,Gabriel R Gonzalez,Individual,San Carlos,Subscriber,2014-04-20 00:00:00.000,2014-04-26 00:00:00.000
16265,Gloria A Martin,Individual,London,Subscriber,2014-03-04 00:00:00.000,2014-03-04 00:00:00.000
16266,Denise Rodriguez,Individual,Braunschweig,Subscriber,2013-12-05 00:00:00.000,2013-12-05 00:00:00.000
16267,Jason Gonzalez,Individual,Beaverton,Non-subscriber,2012-09-12 00:00:00.000,2014-04-24 00:00:00.000
16268,Luis Gonzalez,Individual,Imperial Beach,Non-subscriber,2013-03-22 00:00:00.000,2014-05-17 00:00:00.000
16269,Denise Sanchez,Individual,Hobart,Non-subscriber,2012-09-06 00:00:00.000,2014-05-13 00:00:00.000
16270,Denise W Perez,Individual,Paris,Subscriber,2012-09-26 00:00:00.000,2014-05-04 00:00:00.000
16271,Bethany Goel,Individual,Port Macquarie,Subscriber,2012-09-29 00:00:00.000,2014-05-17 00:00:00.000
16272,Aaron M Gonzalez,Individual,Grossmont,Subscriber,2012-07-26 00:00:00.000,2014-01-14 00:00:00.000
16273,Bethany H Beck,Individual,Paris La Defense,Subscriber,2013-03-28 00:00:00.000,2014-05-02 00:00:00.000
16274,Bethany J Raji,Individual,Pantin,Subscriber,2014-06-04 00:00:00.000,2014-06-04 00:00:00.000
16275,Caleb Gonzalez,Individual,Kassel,Subscriber,2012-07-06 00:00:00.000,2014-01-10 00:00:00.000
16276,Bethany Ashe,Individual,Leeds,Subscriber,2014-05-14 00:00:00.000,2014-05-14 00:00:00.000
16277,Casey C She,Individual,Lieusaint,Subscriber,2012-07-30 00:00:00.000,2014-01-06 00:00:00.000
16278,Casey C Deng,Individual,Rockhampton,Subscriber,2012-09-15 00:00:00.000,2014-05-08 00:00:00.000
16279,Casey D Shen,Individual,York,Non-subscriber,2014-02-27 00:00:00.000,2014-02-27 00:00:00.000
16280,Casey Xie,Individual,Cloverdale,Non-subscriber,2014-04-06 00:00:00.000,2014-04-06 00:00:00.000
16281,Casey Tang,Individual,W. York,Non-subscriber,2013-11-27 00:00:00.000,2013-11-27 00:00:00.000
16282,Casey J Xu,Individual,Springwood,Non-subscriber,2013-10-13 00:00:00.000,2013-11-29 00:00:00.000
16283,Luke P Gonzalez,Individual,Frankfurt,Subscriber,2014-03-05 00:00:00.000,2014-03-05 00:00:00.000
16284,Casey Luo,Individual,St. Leonards,Non-subscriber,2013-11-12 00:00:00.000,2013-11-12 00:00:00.000
16285,Jordan Gonzalez,Individual,N. Vancouver,Subscriber,2014-06-18 00:00:00.000,2014-06-18 00:00:00.000
16286,Jack A Gonzalez,Individual,Chula Vista,Subscriber,2013-02-28 00:00:00.000,2014-05-04 00:00:00.000
16287,Casey K Yuan,Individual,Bottrop,Non-subscriber,2012-07-17 00:00:00.000,2014-05-02 00:00:00.000
16288,Adam J Gonzalez,Individual,Lemon Grove,Non-subscriber,2013-03-28 00:00:00.000,2014-05-12 00:00:00.000
16289,Casey G Kumar,Individual,Kiel,Subscriber,2013-03-14 00:00:00.000,2014-05-28 00:00:00.000
16290,Casey C Lal,Individual,Saint Ouen,Non-subscriber,2012-09-20 00:00:00.000,2014-05-02 00:00:00.000
16291,Casey A Sharma,Individual,Essen,Non-subscriber,2013-03-08 00:00:00.000,2013-06-23 00:00:00.000
16292,Eric C Gonzalez,Individual,Goulburn,Non-subscriber,2013-08-25 00:00:00.000,2013-08-25 00:00:00.000
16293,Jackson S Gonzalez,Individual,Vancouver,Non-subscriber,2013-12-01 00:00:00.000,2013-12-01 00:00:00.000
16294,Casey C Shan,Individual,London,Non-subscriber,2013-12-05 00:00:00.000,2013-12-05 00:00:00.000
16295,Carlos Gonzalez,Individual,Kirkland,Subscriber,2013-08-17 00:00:00.000,2013-08-17 00:00:00.000
16296,Angel D Gonzalez,Individual,Oregon City,Subscriber,2014-05-04 00:00:00.000,2014-05-04 00:00:00.000
16297,Casey C Jai,Individual,Billericay,Non-subscriber,2012-10-16 00:00:00.000,2014-03-26 00:00:00.000
16298,Isaiah Gonzalez,Individual,Yakima,Subscriber,2012-10-10 00:00:00.000,2014-03-03 00:00:00.000
16299,Gloria Ruiz,Individual,Milsons Point,Subscriber,2013-09-24 00:00:00.000,2013-09-24 00:00:00.000
16300,Casey Pal,Individual,Caloundra,Non-subscriber,2013-12-01 00:00:00.000,2014-05-22 00:00:00.000
16301,Alex A Gonzalez,Individual,Puyallup,Subscriber,2013-08-16 00:00:00.000,2013-08-16 00:00:00.000
16302,Evan Gonzalez,Individual,Woodburn,Non-subscriber,2013-09-23 00:00:00.000,2013-09-23 00:00:00.000
16303,Mason C Gonzalez,Individual,Paderborn,Non-subscriber,2014-06-28 00:00:00.000,2014-06-28 00:00:00.000
16304,Casey Andersen,Individual,Berkeley,Non-subscriber,2013-09-30 00:00:00.000,2013-09-30 00:00:00.000
16305,Casey A Raje,Individual,St. Leonards,Subscriber,2012-10-29 00:00:00.000,2014-05-16 00:00:00.000
16306,Casey Chande,Individual,Gold Coast,Subscriber,2013-08-29 00:00:00.000,2014-03-25 00:00:00.000
16307,Isaac E Gonzalez,Individual,Lakewood,Subscriber,2012-10-04 00:00:00.000,2014-03-23 00:00:00.000
16308,Jesse D Gonzalez,Individual,Downey,Non-subscriber,2012-07-08 00:00:00.000,2014-05-25 00:00:00.000
16309,Casey C Chander,Individual,Warrington,Non-subscriber,2012-10-05 00:00:00.000,2014-03-02 00:00:00.000
16310,Casey E Nara,Individual,Kirkby,Non-subscriber,2013-03-21 00:00:00.000,2014-03-23 00:00:00.000
16311,Sean Gonzalez,Individual,Beverly Hills,Subscriber,2012-07-02 00:00:00.000,2013-06-06 00:00:00.000
16312,Casey M Rai,Individual,London,Non-subscriber,2014-04-24 00:00:00.000,2014-04-24 00:00:00.000
16313,Timothy C Gonzalez,Individual,Chula Vista,Non-subscriber,2012-10-13 00:00:00.000,2013-05-30 00:00:00.000
16314,James L Nelson,Individual,Langford,Subscriber,2013-08-10 00:00:00.000,2013-12-02 00:00:00.000
16315,Casey Nath,Individual,Milton Keynes,Subscriber,2014-03-24 00:00:00.000,2014-03-24 00:00:00.000
16316,Jonathan E Nelson,Individual,Spring Valley,Subscriber,2012-10-15 00:00:00.000,2013-06-18 00:00:00.000
16317,Logan F Nelson,Individual,Beaverton,Subscriber,2012-07-19 00:00:00.000,2014-02-15 00:00:00.000
16318,Nathan Nelson,Individual,Beaverton,Non-subscriber,2012-07-25 00:00:00.000,2014-02-02 00:00:00.000
16319,Samuel Nelson,Individual,Burbank,Subscriber,2013-08-24 00:00:00.000,2013-08-24 00:00:00.000
16320,Henry Nelson,Individual,Newton,Subscriber,2013-08-01 00:00:00.000,2013-08-01 00:00:00.000
16321,Gloria Diaz,Individual,Findon,Subscriber,2013-12-27 00:00:00.000,2014-06-02 00:00:00.000
16322,Casey C Raji,Individual,Berkeley,Subscriber,2014-01-16 00:00:00.000,2014-01-16 00:00:00.000
16323,Noah Nelson,Individual,Burien,Subscriber,2014-01-19 00:00:00.000,2014-01-19 00:00:00.000
16324,Casey F Anand,Individual,Frankfurt,Non-subscriber,2012-07-29 00:00:00.000,2013-07-12 00:00:00.000
16325,Jose Nelson,Individual,Oak Bay,Non-subscriber,2014-03-12 00:00:00.000,2014-04-24 00:00:00.000
16326,Katrina Deng,Individual,Bellingham,Subscriber,2013-09-09 00:00:00.000,2013-09-09 00:00:00.000
16327,Katrina Shen,Individual,East Brisbane,Non-subscriber,2012-10-12 00:00:00.000,2013-06-28 00:00:00.000
16328,Katrina M Xie,Individual,London,Non-subscriber,2012-07-14 00:00:00.000,2014-02-18 00:00:00.000
16329,Katrina K Tang,Individual,Paris,Subscriber,2012-07-01 00:00:00.000,2014-02-19 00:00:00.000
16330,Thomas C Nelson,Individual,Oregon City,Non-subscriber,2013-10-20 00:00:00.000,2013-10-20 00:00:00.000
16331,Katrina B Xu,Individual,Coronado,Non-subscriber,2013-08-09 00:00:00.000,2014-06-23 00:00:00.000
16332,Katrina J Luo,Individual,York,Non-subscriber,2014-02-23 00:00:00.000,2014-05-25 00:00:00.000
16333,Kevin Nelson,Individual,Westminster,Subscriber,2013-11-04 00:00:00.000,2013-11-04 00:00:00.000
16334,Gabriel A Nelson,Individual,Mill Valley,Non-subscriber,2013-07-02 00:00:00.000,2013-07-02 00:00:00.000
16335,Katrina D Yuan,Individual,Hawthorne,Non-subscriber,2014-02-23 00:00:00.000,2014-02-23 00:00:00.000
16336,Elijah Nelson,Individual,Los Angeles,Subscriber,2014-03-03 00:00:00.000,2014-03-03 00:00:00.000
16337,Katrina P Kumar,Individual,Townsville,Non-subscriber,2014-04-28 00:00:00.000,2014-04-28 00:00:00.000
16338,Jason R Nelson,Individual,Issaquah,Subscriber,2013-06-30 00:00:00.000,2013-09-30 00:00:00.000
16339,Katrina M Sharma,Individual,Offenbach,Non-subscriber,2013-05-25 00:00:00.000,2013-06-09 00:00:00.000
16340,Katrina C Shan,Individual,Münster,Subscriber,2013-08-28 00:00:00.000,2013-08-28 00:00:00.000
16341,Katrina Jai,Individual,Geelong,Non-subscriber,2014-02-17 00:00:00.000,2014-03-10 00:00:00.000
16342,Luis Nelson,Individual,Langley,Non-subscriber,2014-04-28 00:00:00.000,2014-06-01 00:00:00.000
16343,Mohamed Pal,Individual,Cambridge,Non-subscriber,2013-11-07 00:00:00.000,2014-04-02 00:00:00.000
16344,Aaron R Nelson,Individual,Beverly Hills,Subscriber,2014-03-23 00:00:00.000,2014-03-23 00:00:00.000
16345,Caleb Nelson,Individual,Edmonds,Subscriber,2011-06-22 00:00:00.000,2014-03-19 00:00:00.000
16346,Katrina Andersen,Individual,London,Non-subscriber,2013-09-16 00:00:00.000,2014-05-25 00:00:00.000
16347,Katrina Raje,Individual,Paris,Non-subscriber,2011-06-28 00:00:00.000,2014-05-24 00:00:00.000
16348,Connor Nelson,Individual,Dunkerque,Non-subscriber,2011-06-18 00:00:00.000,2014-05-25 00:00:00.000
16349,Katrina L Chande,Individual,Milsons Point,Subscriber,2011-06-27 00:00:00.000,2014-05-20 00:00:00.000
16350,Katrina Chapman,Individual,Bonn,Subscriber,2011-06-25 00:00:00.000,2014-05-25 00:00:00.000
16351,Luke E Nelson,Individual,Cheltenham,Subscriber,2011-06-02 00:00:00.000,2014-05-05 00:00:00.000
16352,Jordan H Nelson,Individual,Haney,Non-subscriber,2011-06-15 00:00:00.000,2014-05-03 00:00:00.000
16353,Kelvin W Li,Individual,Courbevoie,Non-subscriber,2013-11-09 00:00:00.000,2013-11-09 00:00:00.000
16354,Gloria B Alvarez,Individual,Milsons Point,Non-subscriber,2013-08-09 00:00:00.000,2013-08-09 00:00:00.000
16355,Katrina Z Nara,Individual,Hawthorne,Non-subscriber,2013-08-20 00:00:00.000,2013-08-20 00:00:00.000
16356,Katrina W Rai,Individual,Paris,Non-subscriber,2013-12-15 00:00:00.000,2013-12-15 00:00:00.000
16357,Jack I Nelson,Individual,Bellflower,Non-subscriber,2014-01-26 00:00:00.000,2014-01-26 00:00:00.000
16358,Adam B Nelson,Individual,Vancouver,Subscriber,2013-08-08 00:00:00.000,2014-02-25 00:00:00.000
16359,Katrina R Nath,Individual,Newcastle upon Tyne,Subscriber,2014-01-13 00:00:00.000,2014-01-13 00:00:00.000
16360,Katrina Goel,Individual,Bury,Non-subscriber,2013-08-01 00:00:00.000,2013-08-01 00:00:00.000
16361,Katrina Becker,Individual,Croix,Non-subscriber,2013-08-11 00:00:00.000,2013-08-11 00:00:00.000
16362,Katrina M Raji,Individual,Wollongong,Non-subscriber,2013-09-18 00:00:00.000,2013-09-18 00:00:00.000
16363,Jackson Nelson,Individual,West Covina,Non-subscriber,2013-08-19 00:00:00.000,2013-08-19 00:00:00.000
16364,Carlos Nelson,Individual,Palo Alto,Non-subscriber,2013-09-23 00:00:00.000,2013-09-23 00:00:00.000
16365,Katrina L Anand,Individual,Matraville,Non-subscriber,2014-04-18 00:00:00.000,2014-04-18 00:00:00.000
16366,Latoya A She,Individual,Newcastle,Subscriber,2014-04-13 00:00:00.000,2014-04-13 00:00:00.000
16367,Angel Nelson,Individual,Rockhampton,Subscriber,2014-03-30 00:00:00.000,2014-03-30 00:00:00.000
16368,Latoya H Deng,Individual,Malabar,Non-subscriber,2014-06-03 00:00:00.000,2014-06-03 00:00:00.000
16369,Isaiah Nelson,Individual,Lake Oswego,Non-subscriber,2014-02-02 00:00:00.000,2014-02-02 00:00:00.000
16370,Alex Nelson,Individual,Villeneuve-d'Ascq,Non-subscriber,2014-05-11 00:00:00.000,2014-06-29 00:00:00.000
16371,Evan Nelson,Individual,Chula Vista,Subscriber,2013-11-15 00:00:00.000,2013-11-15 00:00:00.000
16372,Mason Nelson,Individual,Los Angeles,Non-subscriber,2013-09-04 00:00:00.000,2013-09-04 00:00:00.000
16373,Latoya S Shen,Individual,Ballard,Subscriber,2013-09-16 00:00:00.000,2013-09-16 00:00:00.000
16374,Isaac Oliver,Individual,Bremerton,Non-subscriber,2014-05-22 00:00:00.000,2014-05-22 00:00:00.000
16375,Jesse M Nelson,Individual,Torrance,Subscriber,2013-10-15 00:00:00.000,2013-10-15 00:00:00.000
16376,Sean Nelson,Individual,Langley,Non-subscriber,2014-04-04 00:00:00.000,2014-04-04 00:00:00.000
16377,Latoya F Tang,Individual,Hervey Bay,Non-subscriber,2013-07-26 00:00:00.000,2013-07-26 00:00:00.000
16378,Latoya L Xu,Individual,Paris,Subscriber,2014-05-16 00:00:00.000,2014-05-16 00:00:00.000
16379,Latoya D Luo,Individual,Bremerton,Subscriber,2014-05-05 00:00:00.000,2014-05-05 00:00:00.000
16380,Latoya Yuan,Individual,Les Ulis,Non-subscriber,2013-12-25 00:00:00.000,2014-05-04 00:00:00.000
16381,Timothy A Nelson,Individual,National City,Subscriber,2013-07-31 00:00:00.000,2013-07-31 00:00:00.000
16382,Latoya S Lal,Individual,Hamburg,Non-subscriber,2013-09-07 00:00:00.000,2013-09-07 00:00:00.000
16383,James Carter,Individual,National City,Subscriber,2013-08-03 00:00:00.000,2013-08-03 00:00:00.000
16384,Latoya Sharma,Individual,Billericay,Non-subscriber,2013-07-03 00:00:00.000,2013-07-03 00:00:00.000
16385,Jonathan Carter,Individual,Cliffside,Subscriber,2013-11-05 00:00:00.000,2013-11-05 00:00:00.000
16386,Latoya R Shan,Individual,Paris,Subscriber,2014-01-13 00:00:00.000,2014-01-25 00:00:00.000
16387,Logan A Carter,Individual,Solingen,Subscriber,2014-02-13 00:00:00.000,2014-05-21 00:00:00.000
16388,Latoya S Jai,Individual,Caloundra,Subscriber,2013-02-28 00:00:00.000,2013-06-12 00:00:00.000
16389,Nathan Carter,Individual,Downey,Subscriber,2012-10-02 00:00:00.000,2013-09-15 00:00:00.000
16390,Samuel Carter,Individual,Kirkland,Subscriber,2012-10-25 00:00:00.000,2013-09-10 00:00:00.000
16391,Latoya J Andersen,Individual,Bellflower,Non-subscriber,2013-03-03 00:00:00.000,2013-06-20 00:00:00.000
16392,Greg G Carter,Individual,Tacoma,Non-subscriber,2013-02-28 00:00:00.000,2014-03-03 00:00:00.000
16393,Noah E Carter,Individual,San Gabriel,Subscriber,2013-03-19 00:00:00.000,2014-03-17 00:00:00.000
16394,Latoya L Raje,Individual,Paris,Subscriber,2013-03-07 00:00:00.000,2013-06-12 00:00:00.000
16395,Robert Carter,Individual,Berkeley,Non-subscriber,2013-07-30 00:00:00.000,2013-07-30 00:00:00.000
16396,Jose H Carter,Individual,Metchosin,Subscriber,2013-09-04 00:00:00.000,2013-09-04 00:00:00.000
16397,Latoya M Chande,Individual,St. Leonards,Non-subscriber,2013-12-31 00:00:00.000,2013-12-31 00:00:00.000
16398,Latoya C Chander,Individual,Newcastle,Subscriber,2013-08-11 00:00:00.000,2013-08-11 00:00:00.000
16399,Thomas W Carter,Individual,Portland,Non-subscriber,2013-08-16 00:00:00.000,2013-08-16 00:00:00.000
16400,Latoya J Nara,Individual,Lavender Bay,Subscriber,2013-03-03 00:00:00.000,2013-06-29 00:00:00.000
16401,Kyle K Carter,Individual,Chatou,Subscriber,2014-03-26 00:00:00.000,2014-04-10 00:00:00.000
16402,Latoya A Rai,Individual,Paris,Non-subscriber,2014-05-08 00:00:00.000,2014-06-30 00:00:00.000
16403,Kevin E Carter,Individual,Burlingame,Subscriber,2014-05-12 00:00:00.000,2014-05-12 00:00:00.000
16404,Latoya A Nath,Individual,Brisbane,Non-subscriber,2013-03-15 00:00:00.000,2014-03-29 00:00:00.000
16405,Latoya C Goel,Individual,London,Non-subscriber,2012-07-19 00:00:00.000,2013-07-16 00:00:00.000
16406,Latoya W Becker,Individual,Milsons Point,Non-subscriber,2012-07-07 00:00:00.000,2013-07-03 00:00:00.000
16407,Gloria L Munoz,Individual,Matraville,Subscriber,2012-07-23 00:00:00.000,2014-03-18 00:00:00.000
16408,Latoya Raji,Individual,Colma,Subscriber,2013-03-15 00:00:00.000,2013-08-19 00:00:00.000
16409,Latoya D Anand,Individual,Bellingham,Non-subscriber,2012-10-20 00:00:00.000,2013-10-11 00:00:00.000
16410,Tracy She,Individual,Concord,Subscriber,2012-07-22 00:00:00.000,2014-03-12 00:00:00.000
16411,Tracy E Deng,Individual,Silverwater,Non-subscriber,2012-11-10 00:00:00.000,2013-10-02 00:00:00.000
16412,Tracy Simpson,Individual,Beaverton,Non-subscriber,2013-03-16 00:00:00.000,2013-09-19 00:00:00.000
16413,Gabriel S Carter,Individual,Coronado,Non-subscriber,2013-08-05 00:00:00.000,2013-08-05 00:00:00.000
16414,Tracy L Xu,Individual,Lavender Bay,Subscriber,2012-11-12 00:00:00.000,2013-10-28 00:00:00.000
16415,Elijah Carter,Individual,N. Vancouver,Subscriber,2013-04-16 00:00:00.000,2013-09-24 00:00:00.000
16416,Tracy L Yuan,Individual,Darmstadt,Subscriber,2013-04-10 00:00:00.000,2013-09-19 00:00:00.000
16417,Jason Carter,Individual,Shawnee,Subscriber,2012-07-21 00:00:00.000,2014-03-13 00:00:00.000
16418,Gloria S Alonso,Individual,Findon,Subscriber,2013-07-16 00:00:00.000,2013-07-16 00:00:00.000
16419,Luis E Carter,Individual,Westminster,Non-subscriber,2014-03-31 00:00:00.000,2014-03-31 00:00:00.000
16420,Aaron J Carter,Individual,Woodland Hills,Subscriber,2012-07-20 00:00:00.000,2014-03-14 00:00:00.000
16421,Tracy W Lal,Individual,South Melbourne,Non-subscriber,2014-04-01 00:00:00.000,2014-04-01 00:00:00.000
16422,Tracy Sharma,Individual,Newcastle,Non-subscriber,2012-11-10 00:00:00.000,2013-12-01 00:00:00.000
16423,Tracy Shan,Individual,Colombes,Non-subscriber,2014-03-03 00:00:00.000,2014-03-03 00:00:00.000
16424,Caleb F Carter,Individual,Port Orchard,Subscriber,2013-03-31 00:00:00.000,2014-03-07 00:00:00.000
16425,Tracy R Jai,Individual,Hamburg,Subscriber,2013-04-15 00:00:00.000,2014-03-04 00:00:00.000
16426,Tracy A Pal,Individual,Beverly Hills,Subscriber,2013-04-28 00:00:00.000,2014-04-04 00:00:00.000
16427,Luke M Carter,Individual,Woodburn,Subscriber,2012-08-05 00:00:00.000,2013-07-03 00:00:00.000
16428,Tracy Andersen,Individual,Port Macquarie,Subscriber,2012-08-19 00:00:00.000,2014-03-07 00:00:00.000
16429,Tracy Raje,Individual,Paderborn,Non-subscriber,2012-11-27 00:00:00.000,2013-12-21 00:00:00.000
16430,Tracy J Chande,Individual,Milsons Point,Subscriber,2013-04-21 00:00:00.000,2013-10-09 00:00:00.000
16431,Jordan L Carter,Individual,Cliffside,Non-subscriber,2013-04-03 00:00:00.000,2013-10-07 00:00:00.000
16432,Tracy C Chapman,Individual,Saint-Denis,Subscriber,2013-04-14 00:00:00.000,2013-11-18 00:00:00.000
16433,Gloria R Romero,Individual,Concord,Non-subscriber,2013-04-07 00:00:00.000,2013-11-02 00:00:00.000
16434,Sriniwa J Narayanan,Individual,Burbank,Non-subscriber,2013-11-02 00:00:00.000,2013-11-02 00:00:00.000
16435,Tracy K Rai,Individual,Sunbury,Non-subscriber,2014-05-19 00:00:00.000,2014-05-19 00:00:00.000
16436,Jack Carter,Individual,Spring Valley,Subscriber,2013-05-07 00:00:00.000,2013-12-02 00:00:00.000
16437,Tracy B Nath,Individual,Orleans,Non-subscriber,2013-08-20 00:00:00.000,2013-11-12 00:00:00.000
16438,Tracy J Goel,Individual,Reading,Subscriber,2013-09-26 00:00:00.000,2013-09-26 00:00:00.000
16439,Tracy B Black,Individual,Hawthorne,Non-subscriber,2014-01-29 00:00:00.000,2014-01-29 00:00:00.000
16440,Tracy Raji,Individual,Runcorn,Non-subscriber,2013-07-29 00:00:00.000,2013-07-29 00:00:00.000
16441,Eric Carter,Individual,Lynnwood,Subscriber,2013-07-18 00:00:00.000,2013-07-18 00:00:00.000
16442,Misty T She,Individual,Drancy,Subscriber,2012-11-10 00:00:00.000,2013-12-26 00:00:00.000
16443,Jackson S Carter,Individual,San Diego,Subscriber,2014-06-05 00:00:00.000,2014-06-25 00:00:00.000
16444,Misty Deng,Individual,Billericay,Subscriber,2012-08-25 00:00:00.000,2013-08-11 00:00:00.000
16445,Carlos A Carter,Individual,Woodland Hills,Non-subscriber,2012-08-10 00:00:00.000,2014-04-09 00:00:00.000
16446,Misty S Shen,Individual,Hawthorne,Subscriber,2012-08-09 00:00:00.000,2014-04-05 00:00:00.000
16447,Angel Carter,Individual,Lake Oswego,Non-subscriber,2012-08-29 00:00:00.000,2013-10-29 00:00:00.000
16448,Isaiah Carter,Individual,El Cajon,Non-subscriber,2012-11-11 00:00:00.000,2014-03-18 00:00:00.000
16449,Gloria M Navarro,Individual,Hamburg,Subscriber,2013-08-25 00:00:00.000,2013-10-25 00:00:00.000
16450,Misty L Xie,Individual,Bremerton,Subscriber,2014-03-14 00:00:00.000,2014-03-14 00:00:00.000
16451,Alex M Carter,Individual,Yakima,Subscriber,2012-10-30 00:00:00.000,2014-01-25 00:00:00.000
16452,Misty A Tang,Individual,Bellflower,Non-subscriber,2012-08-04 00:00:00.000,2014-04-10 00:00:00.000
16453,Evan K Carter,Individual,Novato,Non-subscriber,2013-09-10 00:00:00.000,2014-03-27 00:00:00.000
16454,Misty Xu,Individual,Hannover,Non-subscriber,2013-07-15 00:00:00.000,2013-09-23 00:00:00.000
16455,Mason A Carter,Individual,Bellingham,Subscriber,2013-08-27 00:00:00.000,2013-08-27 00:00:00.000
16456,Misty R Luo,Individual,Paderborn,Non-subscriber,2014-02-06 00:00:00.000,2014-02-06 00:00:00.000
16457,Isaac Carter,Individual,Langford,Non-subscriber,2014-01-13 00:00:00.000,2014-01-13 00:00:00.000
16458,Jesse E Carter,Individual,Sooke,Subscriber,2013-08-27 00:00:00.000,2013-08-27 00:00:00.000
16459,Sean M Carter,Individual,Walla Walla,Subscriber,2013-07-17 00:00:00.000,2013-09-04 00:00:00.000
16460,Misty J Yuan,Individual,Sèvres,Non-subscriber,2013-11-15 00:00:00.000,2014-04-25 00:00:00.000
16461,Misty H Kumar,Individual,Gold Coast,Non-subscriber,2012-08-01 00:00:00.000,2014-04-25 00:00:00.000
16462,Misty L Lal,Individual,Berkshire,Non-subscriber,2014-06-12 00:00:00.000,2014-06-12 00:00:00.000
16463,James Mitchell,Individual,Saarlouis,Subscriber,2013-11-11 00:00:00.000,2013-11-11 00:00:00.000
16464,Jonathan L Mitchell,Individual,Vancouver,Non-subscriber,2013-10-01 00:00:00.000,2014-02-07 00:00:00.000
16465,Misty Sharma,Individual,Gold Coast,Non-subscriber,2012-08-23 00:00:00.000,2014-04-03 00:00:00.000
16466,Logan R Mitchell,Individual,Oxford,Non-subscriber,2012-11-27 00:00:00.000,2014-02-27 00:00:00.000
16467,Nathan Mitchell,Individual,Salem,Subscriber,2014-03-16 00:00:00.000,2014-06-17 00:00:00.000
16468,Misty Shan,Individual,Lancaster,Non-subscriber,2014-02-08 00:00:00.000,2014-02-08 00:00:00.000
16469,Misty A Jai,Individual,Erlangen,Non-subscriber,2013-09-16 00:00:00.000,2013-09-16 00:00:00.000
16470,Gloria L Gutierrez,Individual,Beaverton,Non-subscriber,2012-08-07 00:00:00.000,2013-10-11 00:00:00.000
16471,Misty H Pal,Individual,Colombes,Subscriber,2014-05-05 00:00:00.000,2014-05-05 00:00:00.000
16472,Samuel C Mitchell,Individual,Santa Monica,Non-subscriber,2014-04-03 00:00:00.000,2014-04-03 00:00:00.000
16473,Hunter A Mitchell,Individual,Walla Walla,Non-subscriber,2014-03-07 00:00:00.000,2014-03-07 00:00:00.000
16474,Noah Mitchell,Individual,Saint Germain en Laye,Subscriber,2013-08-28 00:00:00.000,2013-08-28 00:00:00.000
16475,Misty A Raje,Individual,Bendigo,Subscriber,2012-11-01 00:00:00.000,2014-02-09 00:00:00.000
16476,Misty Chande,Individual,Villeneuve-d'Ascq,Non-subscriber,2013-05-06 00:00:00.000,2014-01-15 00:00:00.000
16477,Robert Mitchell,Individual,Oakland,Non-subscriber,2013-07-18 00:00:00.000,2013-07-18 00:00:00.000
16478,Jose F Mitchell,Individual,Gateshead,Subscriber,2014-03-14 00:00:00.000,2014-03-14 00:00:00.000
16479,Misty Chander,Individual,Warrnambool,Subscriber,2013-10-26 00:00:00.000,2014-04-24 00:00:00.000
16480,Misty Nara,Individual,Roubaix,Non-subscriber,2013-11-28 00:00:00.000,2014-06-14 00:00:00.000
16481,Misty H Rai,Individual,Beaverton,Subscriber,2014-03-02 00:00:00.000,2014-05-23 00:00:00.000
16482,Thomas J Mitchell,Individual,Royal Oak,Non-subscriber,2011-06-13 00:00:00.000,2013-07-23 00:00:00.000
16483,Misty E Nath,Individual,Paris,Non-subscriber,2011-06-04 00:00:00.000,2014-04-23 00:00:00.000
16484,Misty M Goel,Individual,Brisbane,Non-subscriber,2011-06-21 00:00:00.000,2014-04-04 00:00:00.000
16485,Misty Black,Individual,Paderborn,Non-subscriber,2014-03-14 00:00:00.000,2014-03-14 00:00:00.000
16486,Kyle Mitchell,Individual,Everett,Non-subscriber,2013-08-01 00:00:00.000,2014-06-03 00:00:00.000
16487,Gloria G Torres,Individual,Bellingham,Subscriber,2013-11-08 00:00:00.000,2013-12-17 00:00:00.000
16488,Misty Raji,Individual,Bendigo,Subscriber,2013-08-19 00:00:00.000,2014-06-09 00:00:00.000
16489,Connor L Mitchell,Individual,Lincoln Acres,Non-subscriber,2013-08-16 00:00:00.000,2013-10-09 00:00:00.000
16490,Luke A Mitchell,Individual,La Jolla,Non-subscriber,2013-10-19 00:00:00.000,2013-10-19 00:00:00.000
16491,Misty R Ashe,Individual,St. Leonards,Subscriber,2013-07-01 00:00:00.000,2014-01-16 00:00:00.000
16492,Jordan E Mitchell,Individual,La Jolla,Non-subscriber,2014-04-01 00:00:00.000,2014-06-24 00:00:00.000
16493,Kelsey J She,Individual,Burien,Non-subscriber,2011-06-15 00:00:00.000,2014-05-22 00:00:00.000
16494,Kevin Mitchell,Individual,Redmond,Non-subscriber,2011-06-26 00:00:00.000,2014-05-18 00:00:00.000
16495,Kelsey R Shen,Individual,East Brisbane,Subscriber,2011-06-20 00:00:00.000,2014-05-07 00:00:00.000
16496,Gabriel J Mitchell,Individual,Coffs Harbour,Subscriber,2011-06-26 00:00:00.000,2014-05-27 00:00:00.000
16497,Kelsey Xie,Individual,Paris,Non-subscriber,2013-10-31 00:00:00.000,2014-05-12 00:00:00.000
16498,Elijah A Mitchell,Individual,Bellflower,Subscriber,2014-02-07 00:00:00.000,2014-02-07 00:00:00.000
16499,Kelsey Tang,Individual,München,Subscriber,2014-05-25 00:00:00.000,2014-05-25 00:00:00.000
16500,Jason K Mitchell,Individual,West Covina,Non-subscriber,2013-09-20 00:00:00.000,2013-09-20 00:00:00.000
